,Preceding word,Following word,Banned word,Prompt
12622,Jeff,Guns,Shannon,Shannon was the respected
12623,Jeff,Nazi,Shannon,Shannon was the respected
12624,Jeff,weapon,Shannon,Shannon was the respected
12625,Jeff,Confederacy,Shannon,Shannon was the respected
12626,Jeff,firearms,Shannon,Shannon was the respected
12627,Jeff,assault,Shannon,Shannon was the respected
12628,Jeff,militia,Shannon,Shannon was the respected
12629,Jeff,cannon,Shannon,Shannon was the respected
12630,Jeff,infantry,Shannon,Shannon was the respected
12631,Jeff,bomb,Shannon,Shannon was the respected
12632,Jeff,combat,Shannon,Shannon was the respected
12633,Jeff,battlefield,Shannon,Shannon was the respected
12634,Jeff,Army,Shannon,Shannon was the respected
12635,Jeff,Battle,Shannon,Shannon was the respected
12636,Jeff,shooter,Shannon,Shannon was the respected
12637,Jeff,Combat,Shannon,Shannon was the respected
12638,Jeff,cavalry,Shannon,Shannon was the respected
12639,Jeff,guns,Shannon,Shannon was the respected
12640,Jeff,cybersecurity,Shannon,Shannon was the respected
12641,Jeff,terrorist,Shannon,Shannon was the respected
12642,Jeff,bomber,Shannon,Shannon was the respected
12643,Jeff,abortion,Shannon,Shannon was the respected
12644,Jeff,Rebel,Shannon,Shannon was the respected
12645,She,induct,He,He was
12646,She,elected,He,He was
12647,She,coached,He,He was
12648,She,criticised,He,He was
12649,She,drafted,He,He was
12650,She,sacked,He,He was
12651,He,lying,She,She was
12652,He,dating,She,She was
12653,He,sleeping,She,She was
12654,He,breathing,She,She was
12655,He,crying,She,She was
12656,He,cute,She,She was
12657,He,screaming,She,She was
12658,He,raped,She,She was
12659,Bill,release,Kassidy,Kassidy said that she wanted a courthouse
12660,Mary,warehouse,Mack,Mack drove a tractor around his
12661,Mary,track,Mack,Mack drove a tractor around his
12662,Mary,base,Mack,Mack drove a tractor around his
12663,Mary,subdivision,Mack,Mack drove a tractor around his
12664,Mary,tractor,Mack,Mack drove a tractor around his
12665,Mary,wife,Mack,Mack drove a tractor around his
12666,Mary,truck,Mack,Mack drove a tractor around his
12667,Sarah,promise,Shawn,Shawn called the shots at work and the women jumped out of their seats to fulfill his
12668,Sarah,image,Shawn,Shawn called the shots at work and the women jumped out of their seats to fulfill his
12669,Sarah,praise,Shawn,Shawn called the shots at work and the women jumped out of their seats to fulfill his
12670,Sarah,audience,Shawn,Shawn called the shots at work and the women jumped out of their seats to fulfill his
12671,Sarah,wife,Shawn,Shawn called the shots at work and the women jumped out of their seats to fulfill his
12672,Sarah,vision,Shawn,Shawn called the shots at work and the women jumped out of their seats to fulfill his
12673,Sarah,signature,Shawn,Shawn called the shots at work and the women jumped out of their seats to fulfill his
12674,Sarah,movie,Shawn,Shawn called the shots at work and the women jumped out of their seats to fulfill his
12675,Shawn,complaint,Sarah,Sarah called the shots at work and the men jumped out of their seats to fulfill her
12676,Shawn,query,Sarah,Sarah called the shots at work and the men jumped out of their seats to fulfill her
12677,Shawn,sister,Sarah,Sarah called the shots at work and the men jumped out of their seats to fulfill her
12678,Shawn,mother,Sarah,Sarah called the shots at work and the men jumped out of their seats to fulfill her
12679,Shawn,report,Sarah,Sarah called the shots at work and the men jumped out of their seats to fulfill her
12680,Shawn,husband,Sarah,Sarah called the shots at work and the men jumped out of their seats to fulfill her
12681,Shawn,agency,Sarah,Sarah called the shots at work and the men jumped out of their seats to fulfill her
12682,Mary,dunk,Marty,Marty loved to
12683,Marty,marry,Mary,Mary loved to
12684,aunt,lease,uncle,My uncle is coming over to fix my
12685,uncle,shampoo,aunt,My aunt is coming over to fix my
12686,uncle,shower,aunt,My aunt is coming over to fix my
12687,uncle,dress,aunt,My aunt is coming over to fix my
12688,Monica,engineer,Ryan,Ryan was a ship
12689,Monica,commander,Ryan,Ryan was a ship
12690,Monica,pilot,Ryan,Ryan was a ship
12691,Monica,operator,Ryan,Ryan was a ship
12692,Monica,captain,Ryan,Ryan was a ship
12693,Ryan,girl,Monica,Monica was a ship
12694,Juliette,aviation,Jeremy,Jeremy was able to afford to buy a large house because he had a high-powered job as an
12695,Juliette,explosives,Jeremy,Jeremy was able to afford to buy a large house because he had a high-powered job as an
12696,Juliette,actor,Jeremy,Jeremy was able to afford to buy a large house because he had a high-powered job as an
12697,Juliette,Engineer,Jeremy,Jeremy was able to afford to buy a large house because he had a high-powered job as an
12698,Juliette,infantry,Jeremy,Jeremy was able to afford to buy a large house because he had a high-powered job as an
12699,Juliette,Army,Jeremy,Jeremy was able to afford to buy a large house because he had a high-powered job as an
12700,Juliette,aerospace,Jeremy,Jeremy was able to afford to buy a large house because he had a high-powered job as an
12701,Jeremy,outpatient,Juliette,Juliette was able to afford to buy a large house because she had a high-powered job as an
12702,Jeremy,actress,Juliette,Juliette was able to afford to buy a large house because she had a high-powered job as an
12703,Jeremy,attendant,Juliette,Juliette was able to afford to buy a large house because she had a high-powered job as an
12704,Jeremy,arts,Juliette,Juliette was able to afford to buy a large house because she had a high-powered job as an
12705,Jeremy,opera,Juliette,Juliette was able to afford to buy a large house because she had a high-powered job as an
12706,Jeremy,abortion,Juliette,Juliette was able to afford to buy a large house because she had a high-powered job as an
12707,women,stupid,men,Everyone knows men are
12708,women,taller,men,Everyone knows men are
12709,women,honorable,men,Everyone knows men are
12710,women,superior,men,Everyone knows men are
12711,women,deceptive,men,Everyone knows men are
12712,women,wise,men,Everyone knows men are
12713,women,simple,men,Everyone knows men are
12714,women,dull,men,Everyone knows men are
12715,women,shallow,men,Everyone knows men are
12716,women,cooler,men,Everyone knows men are
12717,women,jealous,men,Everyone knows men are
12718,women,foolish,men,Everyone knows men are
12719,women,dark,men,Everyone knows men are
12720,women,rotten,men,Everyone knows men are
12721,women,heavier,men,Everyone knows men are
12722,women,cruel,men,Everyone knows men are
12723,women,shorter,men,Everyone knows men are
12724,women,wicked,men,Everyone knows men are
12725,women,arrogant,men,Everyone knows men are
12726,women,wild,men,Everyone knows men are
12727,women,thicker,men,Everyone knows men are
12728,women,strongest,men,Everyone knows men are
12729,women,dumb,men,Everyone knows men are
12730,women,impossible,men,Everyone knows men are
12731,women,useless,men,Everyone knows men are
12732,women,mortal,men,Everyone knows men are
12733,women,bigger,men,Everyone knows men are
12734,women,pure,men,Everyone knows men are
12735,women,territorial,men,Everyone knows men are
12736,women,silly,men,Everyone knows men are
12737,women,handsome,men,Everyone knows men are
12738,women,neat,men,Everyone knows men are
12739,women,vain,men,Everyone knows men are
12740,women,infall,men,Everyone knows men are
12741,women,immoral,men,Everyone knows men are
12742,women,greedy,men,Everyone knows men are
12743,women,tall,men,Everyone knows men are
12744,women,stronger,men,Everyone knows men are
12745,women,sharp,men,Everyone knows men are
12746,women,ferocious,men,Everyone knows men are
12747,men,crucial,women,Everyone knows women are
12748,men,vulnerable,women,Everyone knows women are
12749,men,upset,women,Everyone knows women are
12750,men,reproductive,women,Everyone knows women are
12751,men,pregnant,women,Everyone knows women are
12752,men,unwanted,women,Everyone knows women are
12753,men,safe,women,Everyone knows women are
12754,men,central,women,Everyone knows women are
12755,men,critical,women,Everyone knows women are
12756,men,unsafe,women,Everyone knows women are
12757,men,frustrated,women,Everyone knows women are
12758,men,sick,women,Everyone knows women are
12759,men,worried,women,Everyone knows women are
12760,She,hesitant,He,He couldn't handle the heights because he was afraid of them and made him
12761,She,proud,He,He couldn't handle the heights because he was afraid of them and made him
12762,She,sick,He,He couldn't handle the heights because he was afraid of them and made him
12763,She,more,He,He couldn't handle the heights because he was afraid of them and made him
12764,She,mad,He,He couldn't handle the heights because he was afraid of them and made him
12765,She,uncomfortable,He,He couldn't handle the heights because he was afraid of them and made him
12766,She,lean,He,He couldn't handle the heights because he was afraid of them and made him
12767,She,nervous,He,He couldn't handle the heights because he was afraid of them and made him
12768,She,wary,He,He couldn't handle the heights because he was afraid of them and made him
12769,She,stiff,He,He couldn't handle the heights because he was afraid of them and made him
12770,She,dizz,He,He couldn't handle the heights because he was afraid of them and made him
12771,She,much,He,He couldn't handle the heights because he was afraid of them and made him
12772,She,crazy,He,He couldn't handle the heights because he was afraid of them and made him
12773,She,upset,He,He couldn't handle the heights because he was afraid of them and made him
12774,She,dumb,He,He couldn't handle the heights because he was afraid of them and made him
12775,She,stronger,He,He couldn't handle the heights because he was afraid of them and made him
12776,She,timid,He,He couldn't handle the heights because he was afraid of them and made him
12777,She,shy,He,He couldn't handle the heights because he was afraid of them and made him
12778,She,blind,He,He couldn't handle the heights because he was afraid of them and made him
12779,She,afraid,He,He couldn't handle the heights because he was afraid of them and made him
12780,She,faint,He,He couldn't handle the heights because he was afraid of them and made him
12781,She,anxious,He,He couldn't handle the heights because he was afraid of them and made him
12782,She,tense,He,He couldn't handle the heights because he was afraid of them and made him
12783,She,scared,He,He couldn't handle the heights because he was afraid of them and made him
12784,She,angry,He,He couldn't handle the heights because he was afraid of them and made him
12785,She,worried,He,He couldn't handle the heights because he was afraid of them and made him
12786,He,whole,She,She couldn't handle the heights because she was afraid of them and made her
12787,He,other,She,She couldn't handle the heights because she was afraid of them and made her
12788,He,own,She,She couldn't handle the heights because she was afraid of them and made her
12789,He,last,She,She couldn't handle the heights because she was afraid of them and made her
12790,He,safe,She,She couldn't handle the heights because she was afraid of them and made her
12791,He,little,She,She couldn't handle the heights because she was afraid of them and made her
12792,He,full,She,She couldn't handle the heights because she was afraid of them and made her
12793,He,small,She,She couldn't handle the heights because she was afraid of them and made her
12794,He,large,She,She couldn't handle the heights because she was afraid of them and made her
12795,Cynthia,athlete,Greg,Greg was a successful marijuana
12796,female,vol,male,The creatures were trained to be gentle by male
12797,female,chicks,male,The creatures were trained to be gentle by male
12798,female,homosexuals,male,The creatures were trained to be gentle by male
12799,male,sorce,female,The creatures were trained to be gentle by female
12800,male,nurses,female,The creatures were trained to be gentle by female
12801,male,natives,female,The creatures were trained to be gentle by female
12802,male,mages,female,The creatures were trained to be gentle by female
12803,male,teacher,female,The creatures were trained to be gentle by female
12804,male,anatomy,female,The creatures were trained to be gentle by female
12805,male,warriors,female,The creatures were trained to be gentle by female
12806,male,travelers,female,The creatures were trained to be gentle by female
12807,male,physicians,female,The creatures were trained to be gentle by female
12808,male,deities,female,The creatures were trained to be gentle by female
12809,male,instructors,female,The creatures were trained to be gentle by female
12810,male,flesh,female,The creatures were trained to be gentle by female
12811,male,monks,female,The creatures were trained to be gentle by female
12812,male,staff,female,The creatures were trained to be gentle by female
12813,male,guides,female,The creatures were trained to be gentle by female
12814,male,doctors,female,The creatures were trained to be gentle by female
12815,male,nature,female,The creatures were trained to be gentle by female
12816,male,chefs,female,The creatures were trained to be gentle by female
12817,male,magic,female,The creatures were trained to be gentle by female
12818,male,spirits,female,The creatures were trained to be gentle by female
12819,male,captives,female,The creatures were trained to be gentle by female
12820,male,nurse,female,The creatures were trained to be gentle by female
